Video-Filename,Translation-English-Manual-Response-Correction
172_24_1CF95B52-0DE-00167-0000156D-1CF8BF1D,"Das Video zeigt ein historisches Gebäude mit einer großen Fassade, möglicherweise ein Palast oder ein Regierungsgebäude. Die Struktur ist aus Stein und hat mehrere gewölbte Fenster und Türen. Die Fassade ist mit Schnitzereien und Statuen geschmückt, darunter eine große Steinstatue eines Mannes auf einem Pferd an der Spitze des Gebäudes. Das Video schlängelt sich über die Fassade, zeigt die komplizierten Details und architektonischen Merkmale des Gebäudes. Im Vordergrund kann eine Gruppe von Menschen gesehen werden, die auf der gepflasterten Straße stehen, möglicherweise darauf warten, das Gebäude zu betreten.  Das Video wird an einem bewölkten, bewölkten Tag gedreht, was zur düsteren und imposanten Atmosphäre des Gebäudes beiträgt."
173_39_1CF95BD7-253-00174-0000156D-1CF8BF1D,"Das Video zeigt eine belebte Straßenszene in Amsterdam, Niederlande, mit Menschen, die Fahrräder fahren und auf der Brücke über einen Kanal spazieren. Die Brücke hat einen Steingeländer und ist mit Bäumen gesäumt. Die Kamera schiebt sich von rechts nach links und zeigt ein Boot, das unter der Brücke vorbeizieht. Die Boote und Gebäude im Hintergrund spiegeln sich vom Wasser ab und schaffen eine malerische Szene. Die Menschen im Video sind in lässiger Kleidung gekleidet, und die Atmosphäre ist lebendig und lebendig. Das Video wird an einem warmen, sonnigen Tag aufgenommen, wobei die Beleuchtung die Farben der Gebäude und Boote hervorhebt."
174_14_1CF95C57-185-0017C-0000156D-1CF8BF1D,"Das Video zeigt ein Passagierflugzeug, das an einem Flughafen geschleppt wird. Das Flugzeug ist in die Farben der Swiss International Air Lines gestrichen und trägt die Kennzeichnung HB-IXQ. Die Kamera ist in einem hohen Winkel positioniert und blickt auf das Flugzeug. Die Flugzeugmotoren und der Landewagen sind sichtbar, ebenso wie die Gepäckwagen und andere Bodengeräte. Das Flugzeug ist von Flughafenstaff umgeben, der Westen und Handschuhe trägt. Das Video wird in einem stetigen, kontinuierlichen Rahmen ohne Schnitte oder Bearbeitungen aufgenommen. Die Atmosphäre ist geschäftig und geschäftig."
175_34_1CFA7A4E-2FA-00035-000030C5-1CFA109D,"Das Video zeigt einen Panoramablick auf eine Tempelgemeinschaft in Südostasien. Die Kamera ist aus der Perspektive eines Autos, das auf der Straße fährt und auf die rechte Seite schaut. Die Kamera schwenkt von rechts nach links und zeigt einen Zaun, der eine Vielzahl von Gebäuden und Strukturen innerhalb der Verbindung umgibt. Im Vordergrund ist eine große weiße Kuppel-förmige Struktur mit einem goldenen Turm zu sehen, die das Haupttempelgebäude zu sein scheint. Rechts vom Tempel gibt es mehrere kleinere Strukturen. Hintergrund sind mehrere Bäume und ein paar Stromleitungen. Der Himmel ist klar und blau, mit ein paar weißen Wolken. Das Video wird an einem sonnigen Tag aufgenommen und die Sonne ist am Himmel sichtbar."
176_1_1CFA7AF2-275-00038-000030C5-1CFA109D," Das Video zeigt eine malerische Strandkulisse mit einer Gruppe von Menschen, die sich nahe der Küste versammelt haben. Die Kamera schwebt über den Sandstrand und zeigt das klare blaue Wasser des Ozeans. In der Ferne kann ein farbenfroher Elefant gesehen werden, der unter einem gelben Baldachin steht, umgeben von Menschen in traditioneller Kleidung. Die Sonne geht im Hintergrund unter, wirft einen warmen Glanz über die Szene und Sie können einen Elefanten sehen, der hinter der Menge steht. Die Wellen lapfen sanft an der Küste. Das Video fängt die Schönheit des Strandes und die fröhliche Atmosphäre der Versammlung ein, wobei der Elefant einen Hauch exotischer Atmosphäre hinzufügt."
177_6_1CFA7B96-3D8-0003A-000030C5-1CFA109D,"In diesem Video kann man sehen, wie eine Gruppe kleiner Meeresschildkröten zusammen in einem Tank mit klarem Wasser schwimmt. Die Schildkröten sind alle ähnlich groß und geformt, mit dunkelgrünbraunen Muscheln und Flossen. Sie schwimmen alle in unterschiedliche Richtungen, in Richtung der linken Seite des Rahmens. Einige der Schildkröten schwimmen in der Nähe der Wasseroberfläche, während andere tiefer im Tank untergetaucht sind. Das Wasser ist ruhig und klar, und die Schildkröten bewegen sich alle in einem relativ langsamen Tempo. Der Hintergrund des Tanks ist dunkelgrau, und es gibt keine sichtbaren Objekte oder Hindernisse im Wasser. Die Beleuchtung im Tank ist hell und gleichmäßig, die alle Schildkröten gleichermaßen beleuchtet."
178_3_1CFA7F52-2FA-0004E-000030C5-1CFA109D,"Im Video wird ein erfahrener Handwerker gezeigt, der in einer Werkstatt arbeitet und eine komplizierte Holzmaske schnitzt. Die Kamera schwebt durch die Werkstatt und zeigt verschiedene Werkzeuge und Materialien, die auf einem Tisch aufgelegt sind. Der Handwerker wird gesehen, wie er das Holz sorgfältig mit einem kleinen Meißel formt, seine Hände bewegen sich geschickt, während er arbeitet. Die Maske ist mit komplizierten Mustern und Designs geschmückt, die der Handwerker sorgfältig in das Holz geschnitzt hat. Während er arbeitet, schaut er gelegentlich auf und lächelt an die Kamera, was einen Blick auf sein Gesicht gibt. Das Licht in der Werkstatt ist schwach. Der Hintergrund ist verschwommen und lenkt die Aufmerksamkeit des Betrachters auf den Handwerker und sein Werk."
179_42_1CFA8012-2AE-00051-000030C5-1CFA109D,"Das Video zeigt eine Gruppe von drei Männern, die in einer Außenumgebung stehen und scheinbar in einem Gespräch sind. Die Männer sind in traditioneller Kleidung gekleidet, zwei von ihnen tragen weiße Gewänder und weiße Mützen, während der andere ein hellerfarbenes Gewand und eine weiße Mütze trägt. Sie scheinen auf einer gepflasterten Fläche mit Gras und Bäumen im Hintergrund zu stehen. Im gesamten Video halten die Männer ihre Positionen bei und interagieren weiterhin miteinander, was auf einen stetigen, ununterbrochenen Dialog hindeutet. Die Umgebung bleibt gleich, ohne dass sich der Hintergrund oder die Positionen der Männer ändern, was darauf hinweist, dass die Szene wahrscheinlich in einem einzigen, bedeutenden kontinuierlichen Moment stattfindet."
17_5_1C65E79D-069-000F5-00000B6C-1C64E135," Das Video zeigt einen Blick auf eine Piste in den Bergen, mit einem Skilift im Hintergrund. Sie können zwei Menschen sehen, die den Lift benutzen, um zur nächsten Station auf dem Berg zu gehen. Im Vordergrund können Sie den Skilift sehen und im Hintergrund können Sie viele Bäume und eine Bergkette sehen."
180_183_1CFA8162-0C4-00059-000030C5-1CFA109D," Das Video zeigt einen Nahaufnahmeblick auf einen Wasserbrunnen in einem üppigen grünen Garten. Der Brunnen besteht aus rostendem Metall mit einem kreisförmigen Rahmen, mit einem Seil an einem Rad mit einem Mechanismus angebracht, um ihn nach oben und unten zu ziehen. Die Kamera schwenkt nach unten, um innere Teile des Brunnen zu zeigen. Während die Kamera nach unten schwenkt, zeigt sie eine kleine Pflanze, die an den inneren Seiten des Brunnen wächst. Am Boden können Sie das Wasser mit Licht sehen, das sich auf der Oberfläche reflektiert, und das Seil, das tief ins Wasser geht."
181_10_1CFA829D-331-00060-000030C5-1CFA109D,"Das Video zeigt eine braune Tür mit zwei Fenstern, die über einer Tür zentriert sind. Die Tür hat eine rechteckige Form mit einer abgerundeten Oberseite und ist aus Holz. Die Fenster sind ebenfalls rechteckig und haben einen braunen Rahmen. Die Tür hat zwei Metallscharniere am Boden und einen großen Metallgriff in der Mitte. Die Fenster haben dünne weiße Vorhänge, die teilweise offen sind, so dass ein Blick auf das Innere des Gebäudes möglich ist. Die Tür und Fenster sind in eine gelb gefärbte Wand mit einer strukturierten Oberfläche eingestellt. Die Wand hat eine Reihe kleiner rechteckiger Platten, die horizontal verlaufen und ihr ein gestreiftes Erscheinungsbild verleihen."
182_5_1CFA83BC-2FB-00065-000030C5-1CFA109D," Das Video beginnt mit einem Blick auf einen großen Bahnhof, der durch seine großen, gewölbten Fenster und ein Schild mit der Aufschrift ""ORION TV"" gekennzeichnet ist.  Der Bahnhof strahlt eine Luft historischer Bedeutung aus, mit seinen komplizierten architektonischen Details. Im Laufe des Videos verschiebt sich der Fokus auf die geschäftige Aktivität innerhalb des Bahnhofs. Menschen unterschiedlichen Alters und Kleidung werden durch den Bahnhof gesehen, einige ziehen Gepäck hinter sich, was auf die typischen An- und Abfahrten eines Bahnhofs hinweist. Die Szene fängt die Essenz des Reisens und die vorübergehende Natur eines solchen Ortes ein."
183_19_1CFA847F-0A9-00068-000030C5-1CFA109D,"Das Video zeigt ein Auto, das durch Budapest fährt, mit der Kamera im Auto montiert.  Das Auto fährt in einer belebten Straße und fährt an mittelschweren historischen Gebäuden vorbei. In der Mitte der Rahmen kann man die große Synagoge der Dohány Straße sehen.  Einer der Türme ist von Gerüsten umgeben und wird derzeit renoviert.  Der andere Turm ist vollständig sichtbar und man kann die Lochkuppelstruktur und die goldenen und hellen Ziegeldetails und Ornamente sehen."
184_3_1CFABC53-15D-0018A-000030C5-1CFA109D," Das Video zeigt eine geschäftige Straßenszene in einer europäischen Stadt, mit einem Brunnen in der Mitte des Rahmens. Die Kamera schiebt sich von links nach rechts und zeigt Fußgänger, die vorbeikommen. Der Brunnen befindet sich direkt neben der Wand des historischen mittelalterlichen Gebäudes. Direkt daneben sehen Sie einen lokalen Pub mit einem Bierschild. Das Video wird in einem realistischen Stil mit natürlicher Beleuchtung und einem Fokus auf die täglichen Aktivitäten der Menschen in der Szene gedreht."
186_22_1CFABD30-3B3-0018C-000030C5-1CFA109D," Das Video zeigt eine Gruppe von Menschen, meist ältere Menschen, versammelt auf den Stufen eines klassischen Gebäudes singen Hymnen. Sie sind in lässiger Kleidung gekleidet, mit einigen in bunten Jacken und Schals getragen. Die Kulisse ist ein städtisches Gebiet, mit hohen Gebäuden und Straßen in der Nähe. Die Gruppe wird von einem Dirigenten geführt, der vorne steht und Gesten an das Publikum."
186_5_1CFABD30-3B3-0018C-000030C5-1CFA109D,"Das Video zeigt eine Gruppe von Menschen, die sich im Freien versammelt haben, mit einer Frau, die vorne steht und einen Chor anführt. Die Gruppe ist von Menschen umgeben und ein großes Steingebäude Die Frau trägt lässige Kleidung. Der Chor besteht aus Menschen unterschiedlichen Alters und Hintergrunds. Die Gruppe singt eine Hymne und die Frau leitet mit Handgesten. Die Szene ist gut beleuchtet und die Kamera ist in einem leichten Winkel positioniert und fängt die gesamte Gruppe von vorne ein."
187_5_1CFABE57-012-00192-000030C5-1CFA109D,"Das Video zeigt einen sanften grünen Hang mit einer kleinen Stadt in der Ferne, umgeben von einem Ring von Hügeln. Die Stadt ist um ein großes, imposantes Kloster oder Schloss mit Türmen und zentraler Spitze herumzentriert und ist von einem dichten Wald umgeben. Der Hang ist mit Bäumen und kleinen Kürbischen übersät, und die Landschaft erstreckt sich bis zum Horizont. Der Himmel ist klar und blau, mit ein paar geschwollenen weißen Wolken verstreut. Die Sonne scheint herunter und wirft lange Schatten über die Landschaft. In der Ferne sind die Hügel in einer dünnen Nebelschicht bedeckt."
188_1_1CFABEA4-248-00196-000030C5-1CFA109D,"In diesem Video sehen wir einen hohen, grünen Kiefer in einer Waldklarung stehen mit einer steilen Bergkette im Hintergrund sichtbar. Das Sonnenlicht filtert durch die Äste und Blätter, wirft gestotterte Schatten auf den Waldboden. Der Stamm des Baumes ist gerade und robust, mit dicker, rauer Rinde, die mit Moos und Flechten bedeckt ist. Die Äste sind dünn und schwach, schwanken sanft in der Brise. Der Waldboden ist bedeckt mit einer dicken Schicht gefallener Blätter, mit Farnen und Wildblumen wachsen hier und da. Im Hintergrund erhebt sich die Bergkette, ihre Gipfel sind in Nebel und Wolken gehüllt. Die Bäume in den Gipfeln sind kleiner und dünner, was den Eindruck eines dichten Waldes, die Entfernung gibt."
18_3_1C65E812-1A1-000FA-00000B6C-1C64E135," Das Video zeigt eine Gruppe junger Leute, die sich auf einem Grasfeld versammelt haben, umgeben von Bäumen und einem See im Hintergrund. Sie sind in bunten Kleidern gekleidet und stehen in einem Kreis und halten Papier in der Hand. In der Mitte des Kreises befindet sich eine große, schlanke Figur in einem weißen Hemd, die die Gruppe im Gesang führt. Die Szene ist hell und bunt, wobei die Sonne auf die Gruppe scheint und lange Schatten über den Hang wirft. Um die Jugendlichen herum sind viele Erwachsene, die die Aufführung beobachten und hören."
190_8_1CFABF2D-3E2-00198-000030C5-1CFA109D," In der Mitte des Videos befindet sich ein goldener Altar mit komplizierten Schnitzereien von Engeln und Heiligen. Der Altar ist von einer hohen, verzierten Pfeifenorgel mit vergoldeten Details und einem großen Kreuz über ihm umgeben. Die Orgelpfeifen sind auf beiden Seiten des Altars sichtbar, und eine Statue eines Heiligen sitzt auf einer der Pfeifen. Die Wände der Kirche sind mit verzierten Fresken und vergoldeten Formungen geschmückt, und ein großer Kronleuchter hängt von der Decke. Die Beleuchtung ist hell und die Farben sind gedämpft, was der Szene eine düstere und ehrfürchtige Atmosphäre verleiht."
191_27_1D20F45C-264-00192-000041F6-1D205A2D,"In diesem Video spricht ein Sprecher zu einem großen Publikum und ein Kleinkind geht neben vielen Erwachsenen, die in Stühlen in einem überfüllten Raum sitzen. Das Kleinkind trägt einen marineblauen Blazer und eine gestreifte Krawatte. Die Erwachsenen sitzen in Stühlen hinter und neben ihm und hören einem Sprecher zu, der sich von einem Podium aus an die große Menge wendet. Der Raum hat eine hohe Decke und ist mit Flaggen und Banner geschmückt. Der Sprecher steht vor der österreichischen Nationalflagge, was darauf hindeutet, dass die Veranstaltung in Österreich stattfindet. Es gibt auch mehrere Tische mit Blumen und Flaggen darauf. Das Kleinkind geht zur Vorderseite des Raumes."
192_27_1D20F75E-363-001C0-000041F6-1D205A2D," Das Video zeigt eine Gruppe von Menschen, die in einem Garten für ein Foto posieren. Die Gruppe besteht aus einem älteren Paar, einer Frau mittleren Alters und dem Rest der Familie. Das ältere Paar sitzt in weißen Sessel, während die Frau mittleren Alters und der Rest der Familie hinter ihnen stehen. Die Frauen tragen Kleider. Der Garten ist gut gepflegt und hat ein paar Bäume und Blumen. Die heiße Sonne scheint auf die Gruppe herab. Das Foto wird aus der Ferne aufgenommen und die Kamera ist leicht über der Gruppe positioniert."
193_2_1D20F801-09F-001C7-000041F6-1D205A2D,"In diesem Video kann man eine Gruppe von Menschen sehen, die an einem langen Tisch in einem schwach beleuchteten Raum sitzen. Das Video zeigt eine mittelalterliche Veranstaltung, bei der Einzelpersonen in Zeitkleidern gekleidet sind. Der Tisch ist mit Kerzen geschmückt und die Gäste sind in mittelalterliche Kleidung gekleidet, einige tragen Kronen und halten Becher. Ein Mann, der einen blauen Mantel und eine Krone trägt, steht auf und hebt seinen Kelch in einem Toast, während ein anderer Mann, der einen roten Mantel trägt, zusieht. Der Raum ist mit dem Geräusch von Lachen und klingelnden Gläsern gefüllt, und die Atmosphäre ist festlich und fröhlich."
194_2_1D20F924-1FA-001CE-000041F6-1D205A2D,"Das Video zeigt einen traditionellen norwegischen Chor, der in einer Kirche einen Hymnus singt. Der Chor besteht aus älteren Frauen und Männern in traditioneller norwegischer Kleidung, wobei die Frauen rote und weiße Röcke tragen und die Männer eine Suite mit weißen Hemden und schwarzen Hosen tragen. Der Chor steht vor einem Steinaltar mit einem großen Glasfenster hinter ihnen. Die Frauen halten rote und weiße Schals, mit denen sie mit der Hymne singen. Die Männer halten Hymnale und schließen sich periodisch dem Gesang an. Der Chor steht in einer symmetrischen Formation, mit den Frauen auf der einen und den Männern auf der anderen Seite. Das Video wird in stationärer Position gedreht, wobei die Kamera auf den Chor gerichtet ist. Die Beleuchtung ist schwach, mit ein paar Scheinwerfern, die auf den Chor fallen."
195_7_1D29F413-0F3-00015-00005255-1D2994AD,"Das Video zeigt einen geneigten Schuss eines weißen Kirchturms und eines Turms im Zentrum einer kleinen Stadt. Der Turm hat eine Uhrzeile auf der einen Seite und ein Kreuz oben. Der Turm hat einen scharfen Punkt an der Spitze. Der Himmel ist klar und blau, mit ein paar weißen Wolken verstreut. Die Sonne wirft einen Schatten auf den Turm und schafft einen dramatischen Kontrast zwischen den hellen und dunklen Bereichen. Im Vordergrund sind ein paar Häuser zu sehen, jedes mit einem einzigartigen architektonischen Stil und einem kleinen Garten oder Innenhof. Das Video schiebt nach links und zeigt mehr von der Stadt. Die Gebäude verdecken den größten Teil der Kirche, so dass nur ihr weißer Turm sichtbar ist."
195_8_1D29F413-0F3-00015-00005255-1D2994AD,"Das Video zeigt einen Panoramablick auf eine malerische Küstenstadt, umgeben von üppigen grünen Hügeln und blauerem Wasser. Die Kamera schwebt über den Horizont und fängt die ruhige Szene mit Booten ein, die im Hafen vor Anlegen liegen, und Häusern, die über den Hang verstreut sind. Der Blick erstreckt sich bis zum Meer, wo man in der Ferne ein paar Boote sehen kann. Der Himmel ist klar und blau, mit ein paar geschwollenen Wolken verstreut. Die Stadt ist von sanften Hügeln umgeben, die von grüner Vegetation bedeckt sind, und das Meer glänzt im Sonnenlicht. Das Video bietet einen ruhigen und idyllischen Blick auf eine Küstenstadt mit einem Gefühl von Frieden und Ruhe."
196_13_1D29F4D0-308-00017-00005255-1D2994AD,"In diesem Video sehen wir einen Mann, der eine Frau in einem Rollstuhl schiebt, mit einer Frau und einem Hund, die neben ihnen gehen. Der Mann trägt einen Mantel und eine Mütze, während die Frau einen Pullover und einen Rock trägt. Sie gehen auf einem asphaltierten Pfad, umgeben von Bäumen und einer Steinwand. Die Szene ist hell und sonnig, mit dem Himmel im Hintergrund sichtbar. Die Kamera ist in einem leichten Winkel positioniert und fängt die drei Personen von der Seite auf. Der Mann wird gesehen, wie er den Rollstuhl mit einer Hand schiebt, während die andere Frau die Leine des Hundes hält. Die Frau schaut nach vorne, lächelt und plaudert mit dem Mann. Der Hund schwingt mit dem Schwanz und schaut auf den Mann. Die Szene ist ruhig, ohne dass im Hintergrund andere Menschen oder Fahrzeuge sichtbar sind."
196_23_1D29F4D0-308-00017-00005255-1D2994AD,"Das Video zeigt eine ruhige Landschaft mit einer kleinen Kirche im Hintergrund. Die Kirche ist von einem grünen Feld mit gelben Löwenzahnblüten im Vordergrund umgeben. Das Video wird aus niedrigem Winkel aufgenommen, indem man langsam über das Feld schießt, um die Architektur der Kirche und die umliegende Landschaft zu zeigen. In der Ferne können ein paar Bäume gesehen werden, die der ansonsten monochromatischen Szene einen Farbton verleihen. Der Himmel ist klar und blau, mit ein paar weißen Wolken verstreut."
198_9_1D2A0196-144-0003E-00005255-1D2994AD,"Das Video wird in einer Kirche gedreht und zeigt eine Gruppe von Menschen, die sich um einen dekorativen Schrank oder Schrein versammelt haben. Der Schrank ist mit komplizierten Schnitzereien geschmückt und hat eine Statue einer religiösen Figur oben. Die Gruppe von Menschen, bestehend aus Männern und Frauen, scheint einer Predigt oder Präsentation zu lauschen, die von jemandem außerhalb der Kamera gehalten wird. Sie sind in lässiger, alltäglicher Kleidung gekleidet und stehen oder sitzen entspannt. Die Beleuchtung in der Kirche ist schwach und wirft einen warmen Glanz über die Szene. An den Wänden gibt es Glasfenster mit religiösen Szenen und Figuren."
199_11_1D2A01F4-1B4-00049-00005255-1D2994AD,"Das Video zeigt eine ruhige Szene eines Resort-Poolbereichs mit mehreren gelben Liegestühlen, die um den Poolumfang herum platziert sind. Die Kamera schwebt über den Pool und bietet einen klaren Blick auf den Wasserrand und die umliegenden Wände und Fenster. Der Pool selbst ist mit ruhigem, kristallklarem Wasser gefüllt, das das Sonnenlicht und den blauen Himmel über sich reflektiert. Im Hintergrund gibt es Glastüren und Fenster, die zum Rest des Resorts führen. Der Poolbereich ist leer und gibt das Gefühl einer friedlichen und privaten Oase. Das Video wird in einem glatten und stetigen Tempo aufgenommen, so dass der Betrachter die Details der Umgebung aufnehmen kann."
19_6_1C65E8D4-0E6-000FF-00000B6C-1C64E135," Das Video zeigt zwei Menschen, die an Wassersportarten an einem See teilnehmen. Eine Person fährt ein Windsurfbrett, während die andere Person ein gelbes Kajak paddeln. Der Windsurfer steht auf dem Brett und nutzt ein Segel, um sich über das Wasser voranzutreiben. Der Kajaker padelt auf den Windsurfer zu, der Schwierigkeiten hat, sich auf dem Brett auszurichten. Der Windsurfer fällt vom Brett und versucht, wieder aufzusteigen, während sich der Kajaker nähert."
1_18_19F3ADD6-3E4-00331-00000B64-19F2B6C5," Das Video zeigt eine belebte Straßenszene in einer europäischen Stadt, wahrscheinlich in Italien. Die Kamera schiebt von rechts nach links und zeigt Fußgänger und vorbeigehende Fahrzeuge. Im Vordergrund schiebt eine Frau einen Kinderwagen mit einem kleinen Kind im Inneren. Der Kinderwagen ist mit bunten Spielzeugen und Decken geschmückt. Im Hintergrund steht ein Auto am Straßenrand geparkt und ein Bus ist in der Ferne zu sehen. Die Szene wird mit einer alten Kamera aufgenommen, wodurch der Szene einfache Farben mit einer leichten Körnigkeit des Bildes verleihen."
200_1_1D2A022B-0FE-0004D-00005255-1D2994AD,"Das Video zeigt einen malerischen Blick auf ein Schloss, umgeben von üppigem Grün. Zunächst ist das Schloss teilweise von Bäumen verdeckt, aber im Laufe des Videos verläuft die Kamera, um mehr von der Struktur des Schlosses zu zeigen, einschließlich eines prominenten Turms mit einer Uhr. Die Architektur des Schlosses verfügt über eine Mischung aus Stein und rotfliesen Dach, was auf traditionelles europäisches Design hinweist. Während die Kamera weiter bewegt, wird ein Auto entlang einer Straße entlang des Schlosses gesehen, die eine Atmosphäre von Einstellung und Aktivität in der ansonsten ruhigen Skala bietet. Das Video fängt die ruhige Schönheit des Schlosses und seiner Umgebung ein und betont den Kontrast zwischen der historischen Architektur und dem modernen Fahrzeug."
200_9_1D2A022B-0FE-0004D-00005255-1D2994AD,"Das Video zeigt eine Frau, die vor einem Steintor in einer Altstadt steht. Das Tor ist von hohen Mauern umgeben und hat einen gewölbten Dach. Die Frau trägt eine rote Jacke und trägt eine Kamera. Während die Kamera auf sie zoomt, kann man sie sehen, wie sie ein Foto des Tores mit ihrer Kamera macht. Die Kamera zeigt eine kleine Straße mit Kopfsteinpflaster und alten Gebäuden auf beiden Seiten. Am Ende gehen andere Leute aus dem Tor."
201_5_1D2A0271-103-0004F-00005255-1D2994AD,"Das Video zeigt einen ruhigen Innenpoolbereich mit einer geräumigen Treppe, die zum oberen Niveau führt. Die Wände und Böden sind aus poliertem Marmor gefertigt, was dem Raum ein luxuriöses Gefühl verleiht. Die Treppe hat ein glattes, gekrümmtes Geländer, das der Eleganz des Raumes zugefügt wird. Der Pool ist von komfortablen Liegestühlen und Sonnenschirmen umgeben, was eine entspannte Atmosphäre bietet. Zwei Personen sitzen in einem Liegestuhl und eine Person liegt in der Mitte der Treppe und lächelt zur Kamera. Das Wasser ist kristallklar und spiegelt die aus der Decke hängenden Beleuchtungsanlagen wider. Das Video rechts zeigt die obere Ebene des Poolbereichs, die eine Vielzahl von Liegestühlen bietet.  Die Szene ist friedlich und einladend, perfekt für einen entspannten Ausflug."
202_1_1D2A02C7-2D2-00051-00005255-1D2994AD,"Das Video zeigt eine malerische Berglandschaft mit einer Steinmühle in der Mitte, umgeben von Bäumen und einem babbelnden Bach. Zwei Menschen können gesehen werden, die zur Mühle gehen, einer von ihnen trägt einen Rucksack. Die Kamera schwenkt, um ihnen zu folgen, während sie sich der Mühle nähern und zeigt die rustikale Architektur und das Grün um sie herum.  Das Video endet mit einem Nahaufnahmeaufnahme des Wasserrads der Mühle, die seine Holzstruktur und das fließende Wasser hervorhebt und dann nach unten schwenkt, um den Rest des kleinen Flusses zu zeigen."
203_28_1D2A0678-093-0009A-00005255-1D2994AD,"Das Video zeigt einen großen, weißen, industriellen Kran, der auf einem Dock in einem Hafen steht. Der Kran hat einen langen, geraden Bogen und einen kleineren, teleskopischen Bogen an der Seite. Die Kamera ist in der Nähe des Kranes positioniert und der Betrachter kann die detaillierte Metallbearbeitung der Maschine sehen. Der Kran steht auf einer Betonplattform und in der Nähe liegt ein kleines Boot an. Der Himmel ist bewölkt und die Szene wird durch das Geräusch von Möwen unterbrochen. Die Metallarme und -booms des Kranes leuchten im Sonnenlicht und der Betrachter kann sehen, wie sich die Maschinen leicht bewegen, während der Kran sanft in der Brise schwingt."
204_15_1D2A068B-386-0009B-00005255-1D2994AD," Das Video zeigt einen ruhigen und malerischen Blick auf einen See mit mehreren kleinen Inseln und einem Boot, das in der Ferne segelt. Die Kamera ist auf einem sich bewegenden Schiff positioniert und fängt die Szene aus einer dynamischen Perspektive ein. Das Wasser ist ruhig und reflektiert den blauen Himmel, mit ein paar weißen Wolken, die oben verstreut sind. Die Inseln sind mit üppigem Grün bedeckt, und auf einigen der Inseln sind ein paar Gebäude und Boote zu sehen. In der Ferne ist ein Segelboot sichtbar, das vom Betrachter wegsegelt. Die Landschaft ist friedlich und idyllisch."
205_3_1D2A06A9-3D5-0009C-00005255-1D2994AD,"In diesem Video wird eine Frau gezeigt, die in einer Verpackungsanlage arbeitet und Produkte für den Versand vorbereitet. Sie trägt ein rosa, rot und blau gestreiftes Hemd und hält einen Korb mit Äpfeln in der linken Hand. Sie steht vor einem großen Holzkarton voller Kisten verschiedener Größen. Sie legt eine Kiste mit Äpfeln in eine größere Kiste, schaut sich dann um, bevor sie eine weitere Kiste Äpfeln aufnimmt und in die größere Kiste legt. Die Anlage ist gut beleuchtet und hat eine hohe Decke, mit Reihen von Metallregalen und einem Förderband im Hintergrund. Die Frau konzentriert sich auf ihre Aufgabe und bewegt sich schnell, mit einem Gefühl der Dringlichkeit. Die Äpfel und Kisten sind in hohem Detail sichtbar, wobei die Kisten mit Etiketten ausgestattet sind und die Äpfel frisch und knusprig aussehen."
206_1_1D2A06D2-368-0009D-00005255-1D2994AD,"Im Video kann man sehen, wie ein kleines Flugzeug auf der Landebahn pendelt, wobei der Schwanz des Flugzeugs in der Mitte des Rahmens sichtbar ist. Das Flugzeug ist in einem rot-weißen gestreiften Muster mit einer kleinen Flagge am Schwanz bemalt. Das Flugzeug ist von einer flachen, trockenen Landschaft mit rollenden Hügeln in der Ferne umgeben. Der Himmel ist bewölkt, mit dunkelgrauen Wolken, die faul über den Rahmen treiben. Hintergrundlich ist ein kleines Gebäude zu sehen, möglicherweise ein Flugsicherungsturm. Das Video wird aus niedrigem Winkel aufgenommen, wobei die Kamera nahe am Boden positioniert ist. Das Flugzeug bewegt sich langsam, und die Kamera folgt ihm, während es sich vorwärts bewegt. Das Video ist stabilisiert, wobei die Kamera schüttelt und Bewegung minimiert wird."
207_9_1D2A0756-271-000A2-00005255-1D2994AD,"Das Video zeigt ein Wintersportort mit schneebedeckten Pisten und einem Gebäude im Hintergrund. Die Kamera bewegt sich den Hang hinunter und zeigt die verschneite Landschaft und die Berge in der Ferne. Das Gebäude im Hintergrund scheint ein Restaurant oder ein Chalet zu sein, mit einer Terrasse und ein paar Menschen sitzen draußen. Der Himmel ist bewölkt und die Sonne versteckt sich hinter den Wolken, werfen ein blasses Licht auf die Szene. Der Schnee ist voll und eisig, mit einigen Spuren und Spuren von Skifahrern und Snowboardern."
209_8_1D2A07E5-094-000A4-00005255-1D2994AD,"Das Video zeigt ein Regal mit verschiedenen Kunstmaterialien und eine graue Mausfigur an einem Haken hängen. Das Regal ist aus Holz und hat einen weißen Rand mit ein paar goldene Akzente. Die Mausfigur ist aus grauen Ton und hat einen abgerundeten Körper mit einem langen Schwanz. Es hängt von einem silbernen Haken, der an der Wand befestigt ist. Es gibt mehrere Pinsel, Farbrohre und andere Kunstmaterialien auf dem Regal, einschließlich einer kleinen Flasche Farbe, eine Palette und ein Set von bunten Bleistiften. Der Hintergrund ist eine weiße Wand mit ein paar kleinen Fliesen in einem geometrischen Muster. Die Beleuchtung ist weich und natürlich, mit ein paar Schatten sichtbar auf dem Regal und der Wand."
